nohup: ignoring input
/home/adm-mcsc/EnviroHealth-Monitor/producers/openaq_producer.py:19: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  current_time = datetime.utcnow().isoformat()
Starting Simulated Air Quality Producer...
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 34.57, 'unit': 'µg/m³', 'timestamp': '2025-12-31T14:32:23.332085'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 9.94, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:10:32.526493'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 41.9, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:10:37.527027'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 28.92, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:10:42.527628'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 5.95, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:10:47.528336'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 23.45, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:10:52.528953'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 34.97, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:10:57.529507'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 10.67, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:11:02.530110'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 11.29, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:11:07.530788'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 45.56, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:11:12.531361'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 40.42, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:11:17.532296'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 54.77, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:11:22.532978'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 14.98, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:11:27.534308'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 21.17, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:11:32.534857'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 31.84, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:11:37.535281'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 12.66, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:11:42.535756'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 47.28, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:11:47.536401'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 53.72, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:11:52.537043'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 49.24, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:11:57.537745'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 49.97, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:12:02.538337'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 38.0, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:12:07.538836'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 27.52, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:12:12.539434'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 20.0, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:12:17.540027'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 8.41, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:12:22.540501'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 42.14, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:12:27.541049'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 9.3, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:12:32.541655'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 42.52, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:12:37.542180'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 49.6, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:12:42.542664'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 24.68, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:12:47.543205'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 45.04, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:12:52.543771'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 38.42, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:12:57.544388'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 41.92, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:13:02.544837'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 21.07, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:13:07.545453'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 33.59, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:13:12.546138'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 16.48, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:13:17.546886'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 15.13, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:13:22.547374'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 16.39, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:13:27.548119'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 43.87, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:13:32.548567'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 22.74, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:13:37.549027'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 50.95, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:13:42.549559'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 41.48, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:13:47.550210'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 46.6, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:13:52.550744'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 51.17, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:13:57.551162'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 17.36, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:14:02.551772'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 24.42, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:14:07.552339'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 22.83, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:14:12.552834'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 51.08, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:14:17.553526'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 43.12, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:14:22.554147'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 32.71, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:14:27.554716'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 48.59, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:14:32.555210'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 8.93, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:14:37.555732'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 20.7, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:14:42.556322'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 16.33, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:14:47.556948'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 54.66, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:14:52.557600'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 51.92, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:14:57.558234'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 43.65, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:15:02.558881'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 26.57, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:15:07.559588'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 16.04, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:15:12.560270'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 6.74, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:15:17.560947'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 30.63, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:15:22.561562'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 43.53, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:15:27.562160'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 5.61, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:15:32.562618'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 8.0, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:15:37.563343'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 31.35, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:15:42.565108'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 18.88, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:15:47.565635'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 44.45, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:15:52.566360'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 39.76, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:15:57.567072'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 33.5, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:16:02.567660'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 23.05, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:16:07.568383'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 40.99, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:16:12.568991'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 6.24, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:16:17.569594'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 19.83, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:16:22.570193'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 9.81, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:16:27.570828'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 6.43, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:16:32.571362'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 25.27, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:16:37.571978'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 45.07, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:16:42.572517'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 42.0, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:16:47.573286'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 48.89, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:16:52.573792'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 50.35, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:16:57.574358'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 18.11, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:17:02.574840'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 49.29, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:17:07.575370'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 49.89, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:17:12.576069'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 14.75, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:17:17.576742'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 50.76, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:17:22.577400'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 32.1, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:17:27.578215'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 32.2, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:17:32.579009'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 24.6, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:17:37.579711'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 27.52, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:17:42.580335'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 30.15, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:17:47.581025'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 34.25, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:17:52.581749'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 41.07, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:17:57.582346'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 15.02, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:18:02.582835'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 13.16, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:18:07.583329'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 39.9, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:18:12.583913'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 5.82, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:18:17.584320'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 30.28, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:18:22.584793'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 13.22, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:18:27.585584'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 49.94, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:18:32.586090'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 11.04, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:18:37.586599'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 38.32, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:18:42.587113'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 44.15, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:18:47.587748'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 9.86, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:18:52.588366'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 7.72, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:18:57.588878'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 30.36, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:19:02.589402'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 32.13, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:19:07.590066'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 25.82, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:19:12.590982'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 54.83, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:19:17.592217'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 42.17, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:19:22.592771'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 28.58, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:19:27.593184'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 13.68, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:19:32.593650'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 30.93, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:19:37.594143'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 27.35, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:19:42.594710'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 52.65, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:19:47.595209'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 13.86, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:19:52.595746'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 13.86, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:19:57.596263'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 49.39, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:20:02.596988'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 35.09, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:20:07.597584'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 34.26, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:20:12.598422'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 14.08, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:20:17.598859'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 47.13, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:20:22.599292'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 37.33, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:20:27.599801'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 27.45, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:20:32.600333'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 41.76, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:20:37.600990'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 53.56, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:20:42.601460'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 23.71, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:20:47.601932'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 37.17, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:20:52.602620'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 33.18, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:20:57.603143'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 19.87, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:21:02.603610'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 54.39, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:21:07.604253'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 19.72, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:21:12.604760'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 44.95, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:21:17.605488'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 9.25, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:21:22.606239'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 30.66, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:21:27.606940'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 34.07, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:21:32.607654'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 26.58, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:21:37.608088'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 5.07, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:21:42.608632'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 18.32, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:21:47.609156'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 32.87, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:21:52.609655'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 44.04, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:21:57.610130'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 26.7, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:22:02.610802'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 47.38, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:22:07.611432'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 19.19, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:22:12.612054'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 18.7, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:22:17.612611'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 14.89, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:22:22.613174'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 31.19, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:22:27.613654'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 23.06, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:22:32.614116'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 11.6, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:22:37.614533'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 44.07, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:22:42.614965'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 35.9, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:22:47.615823'}
✅ Sent Simulated Data: {'city': 'Paris', 'country': 'FR', 'parameter': 'pm25', 'value': 24.4, 'unit': 'µg/m³', 'timestamp': '2025-12-31T18:22:52.616505'}
